Code	Region	Country	variable	value	region
72	Sub-Saharan Africa	Botswana	1988	6.58474	Sub-Saharan Africa
426	Sub-Saharan Africa	Lesotho	1988	4.238	Sub-Saharan Africa
516	Sub-Saharan Africa	Namibia	1988	6.1757	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1988	5.49491	Sub-Saharan Africa
748	Sub-Saharan Africa	Swaziland	1988	5.66	Sub-Saharan Africa
108	Sub-Saharan Africa	Burundi	1988	0.946093	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1988	4.84843	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1988	2.85959	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1988	3.26109	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1988	6.40703	Sub-Saharan Africa
508	Sub-Saharan Africa	Mozambique	1988	1.85067	Sub-Saharan Africa
646	Sub-Saharan Africa	Rwanda	1988	1.86361	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1988	9.0573	Sub-Saharan Africa
706	Sub-Saharan Africa	Somalia	1988	0.734654	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1988	2.38814	Sub-Saharan Africa
834	Sub-Saharan Africa	United Republic of Tanzania	1988	2.69931	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1988	5.03435	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1988	6.6333	Sub-Saharan Africa
40	Western Europe	Austria	1989	10.0794	Western Europe
56	Western Europe	Belgium	1989	9.37173	Western Europe
250	Western Europe	France	1989	9.44904	Western Europe
276	Western Europe	Germany	1989	12.1147	Western Europe
528	Western Europe	Netherlands	1989	10.1669	Western Europe
756	Western Europe	Switzerland	1989	12.2723	Western Europe
208	Western Europe	Denmark	1989	10.4125	Western Europe
233	Eastern Europe	Estonia	1989	9.62591	Eastern Europe
246	Western Europe	Finland	1989	10.1133	Western Europe
352	Western Europe	Iceland	1989	9.35402	#N/A
372	Western Europe	Ireland	1989	9.08672	Western Europe
428	Eastern Europe	Latvia	1989	9.84255	Eastern Europe
440	Eastern Europe	Lithuania	1989	9.33093	Eastern Europe
578	Western Europe	Norway	1989	11.2445	Western Europe
752	Western Europe	Sweden	1989	10.8902	Western Europe
826	Western Europe	United Kingdom	1989	11.3692	Western Europe
300	Western Europe	Greece	1989	8.16725	Western Europe
380	Western Europe	Italy	1989	8.27516	Western Europe
620	Western Europe	Portugal	1989	5.48164	Western Europe
724	Western Europe	Spain	1989	7.86839	Western Europe
112	Eastern Europe	Belarus	1989	9.34027	Eastern Europe
100	Eastern Europe	Bulgaria	1989	9.18219	Eastern Europe
348	Eastern Europe	Hungary	1989	9.37838	Eastern Europe
616	Eastern Europe	Poland	1989	7.44798	Eastern Europe
498	Eastern Europe	Republic of Moldova	1989	9.15784	Eastern Europe
642	Eastern Europe	Romania	1989	9.06741	Eastern Europe
643	Eastern Europe	Russian Federation	1989	9.88854	Eastern Europe
804	Eastern Europe	Ukraine	1989	9.55997	Eastern Europe
124	Western Offshoots	Canada	1989	11.5381	Western Offshoots
840	Western Offshoots	United States of America	1989	11.9895	Western Offshoots
52	Latin America and Caribbean	Barbados	1989	8.92004	#N/A
192	Latin America and Caribbean	Cuba	1989	6.99187	Latin America and Caribean
214	Latin America and Caribbean	Dominican Republic	1989	4.95015	Latin America and Caribean
332	Latin America and Caribbean	Haiti	1989	2.96409	Latin America and Caribbean
388	Latin America and Caribbean	Jamaica	1989	7.79906	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1989	10.106	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1989	8.97667	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1989	5.71349	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1989	4.56466	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1989	3.76274	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1989	4.67011	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1989	6.91319	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1989	5.12497	Latin America and Caribean
591	Latin America and Caribbean	Panama	1989	7.67684	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1989	7.55385	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1989	6.94161	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1989	5.90388	Latin America and Caribean
152	Latin America and Caribbean	Chile	1989	8.59454	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1989	5.91486	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1989	7.13839	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1989	7.41779	#N/A
600	Latin America and Caribbean	Paraguay	1989	5.872	Latin America and Caribean
604	Latin America and Caribbean	Peru	1989	7.23505	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1989	7.13803	Latin America and Caribean
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1989	5.36892	Latin America and Caribean
36	Western Offshoots	Australia	1989	12.1644	Western Offshoots
554	Western Offshoots	New Zealand	1989	10.6919	Western Offshoots
242	South and South-East Asia	Fiji	1989	7.10747	#N/A
4	South and South-East Asia	Afghanistan	1989	1.55552	South and South-East Asia
50	South and South-East Asia	Bangladesh	1989	3.09612	South and South-East Asia
356	South and South-East Asia	India	1989	3.19562	South and South-East Asia
364	MENA	Iran (Islamic Republic of)	1989	3.56565	MENA
524	South and South-East Asia	Nepal	1989	1.54044	South and South-East Asia
586	South and South-East Asia	Pakistan	1989	2.73426	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1989	6.2646	South and South-East Asia
9003	#N/A	Tibet	1989	1.22852	#N/A
156	East Asia	China	1989	5.88411	East Asia
392	East Asia	Japan	1989	11.2696	East Asia
410	East Asia	Korea	1989	9.48028	East Asia
9002	East Asia	Taiwan	1989	8.19209	East Asia
116	South and South-East Asia	Cambodia	1989	5.41939	South and South-East Asia
418	South and South-East Asia	Lao People's Democratic Republic	1989	3.61521	South and South-East Asia
458	South and South-East Asia	Malaysia	1989	7.5457	South and South-East Asia
104	South and South-East Asia	Myanmar	1989	3.5341	South and South-East Asia
608	South and South-East Asia	Philippines	1989	6.98872	South and South-East Asia
702	South and South-East Asia	Singapore	1989	6.63916	South and South-East Asia
764	South and South-East Asia	Thailand	1989	5.25521	South and South-East Asia
704	South and South-East Asia	Viet Nam	1989	4.4401	South and South-East Asia
51	Eastern Europe	Armenia	1989	10.348	Eastern Europe
31	Eastern Europe	Azerbaijan	1989	10.3836	Eastern Europe
196	MENA	Cyprus	1989	7.49079	#N/A
268	Eastern Europe	Georgia	1989	10.4063	Eastern Europe
368	MENA	Iraq	1989	4.33231	MENA
376	MENA	Israel	1989	9.90011	MENA
400	MENA	Jordan	1989	6.47733	MENA
422	MENA	Lebanon	1989	7.01444	MENA
275	MENA	Palestinian Authority	1989	8.7447	MENA
682	MENA	Saudi Arabia	1989	5.77149	MENA
760	MENA	Syrian Arab Republic	1989	5.10555	MENA
792	MENA	Turkey	1989	4.96442	MENA
398	Eastern Europe	Kazakhstan	1989	9.84361	Eastern Europe
417	Eastern Europe	Kyrgyzstan	1989	9.83362	Eastern Europe
762	Eastern Europe	Tajikistan	1989	9.49494	Eastern Europe
795	Eastern Europe	Turkmenistan	1989	9.90835	Eastern Europe
860	Eastern Europe	Uzbekistan	1989	9.94504	Eastern Europe
12	MENA	Algeria	1989	4.63924	MENA
818	MENA	Egypt	1989	4.76915	MENA
434	MENA	Libya	1989	4.97696	MENA
504	MENA	Morocco	1989	2.36708	MENA
788	MENA	Tunisia	1989	3.22002	MENA
204	Sub-Saharan Africa	Benin	1989	1.67265	Sub-Saharan Africa
854	Sub-Saharan Africa	Burkina Faso	1989	0.395851	Sub-Saharan Africa
384	Sub-Saharan Africa	Cote d'Ivoire	1989	2.3704	Sub-Saharan Africa
270	Sub-Saharan Africa	Gambia	1989	1.8303	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1989	4.66485	Sub-Saharan Africa
324	Sub-Saharan Africa	Guinea	1989	1.88386	Sub-Saharan Africa
430	Sub-Saharan Africa	Liberia	1989	2.89104	Sub-Saharan Africa
466	Sub-Saharan Africa	Mali	1989	0.904648	Sub-Saharan Africa
478	Sub-Saharan Africa	Mauritania	1989	2.54086	Sub-Saharan Africa
562	Sub-Saharan Africa	Niger	1989	0.681662	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1989	2.56593	Sub-Saharan Africa
686	Sub-Saharan Africa	Senegal	1989	2.03231	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1989	2.73587	Sub-Saharan Africa
768	Sub-Saharan Africa	Togo	1989	3.29021	Sub-Saharan Africa
24	Sub-Saharan Africa	Angola	1989	1.81398	Sub-Saharan Africa
120	Sub-Saharan Africa	Cameroon	1989	3.82622	Sub-Saharan Africa
140	Sub-Saharan Africa	Central African Republic	1989	2.04284	Sub-Saharan Africa
148	Sub-Saharan Africa	Chad	1989	2.7505	Sub-Saharan Africa
178	Sub-Saharan Africa	Congo	1989	5.33471	Sub-Saharan Africa
180	Sub-Saharan Africa	Democratic Republic of the Congo	1989	3.08984	Sub-Saharan Africa
266	Sub-Saharan Africa	Gabon	1989	4.40231	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1989	6.73656	Sub-Saharan Africa
426	Sub-Saharan Africa	Lesotho	1989	4.365	Sub-Saharan Africa
516	Sub-Saharan Africa	Namibia	1989	6.31993	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1989	5.59888	Sub-Saharan Africa
748	Sub-Saharan Africa	Swaziland	1989	5.75	Sub-Saharan Africa
108	Sub-Saharan Africa	Burundi	1989	1.01898	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1989	4.96777	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1989	2.91807	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1989	3.2539	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1989	6.50563	Sub-Saharan Africa
508	Sub-Saharan Africa	Mozambique	1989	1.88499	Sub-Saharan Africa
646	Sub-Saharan Africa	Rwanda	1989	1.97725	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1989	9.05472	Sub-Saharan Africa
706	Sub-Saharan Africa	Somalia	1989	0.724237	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1989	2.47171	Sub-Saharan Africa
834	Sub-Saharan Africa	United Republic of Tanzania	1989	2.7914	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1989	5.16367	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1989	6.82191	Sub-Saharan Africa
40	Western Europe	Austria	1990	10.1641	Western Europe
56	Western Europe	Belgium	1990	9.4415	Western Europe
250	Western Europe	France	1990	9.54586	Western Europe
276	Western Europe	Germany	1990	12.2506	Western Europe
528	Western Europe	Netherlands	1990	10.2153	Western Europe
756	Western Europe	Switzerland	1990	12.3227	Western Europe
208	Western Europe	Denmark	1990	10.4689	Western Europe
233	Eastern Europe	Estonia	1990	9.7763	Eastern Europe
246	Western Europe	Finland	1990	10.2023	Western Europe
352	Western Europe	Iceland	1990	9.44223	#N/A
372	Western Europe	Ireland	1990	9.14065	Western Europe
428	Eastern Europe	Latvia	1990	9.97429	Eastern Europe
440	Eastern Europe	Lithuania	1990	9.48946	Eastern Europe
578	Western Europe	Norway	1990	11.3447	Western Europe
752	Western Europe	Sweden	1990	10.9797	Western Europe
826	Western Europe	United Kingdom	1990	11.4601	Western Europe
300	Western Europe	Greece	1990	8.274	Western Europe
380	Western Europe	Italy	1990	8.35228	Western Europe
620	Western Europe	Portugal	1990	5.51212	Western Europe
724	Western Europe	Spain	1990	7.94177	Western Europe
112	Eastern Europe	Belarus	1990	9.5336	Eastern Europe
100	Eastern Europe	Bulgaria	1990	9.2505	Eastern Europe
348	Eastern Europe	Hungary	1990	9.49828	Eastern Europe
616	Eastern Europe	Poland	1990	7.56229	Eastern Europe
498	Eastern Europe	Republic of Moldova	1990	9.28012	Eastern Europe
642	Eastern Europe	Romania	1990	9.10382	Eastern Europe
643	Eastern Europe	Russian Federation	1990	10.0358	Eastern Europe
804	Eastern Europe	Ukraine	1990	9.70667	Eastern Europe
124	Western Offshoots	Canada	1990	11.6441	Western Offshoots
840	Western Offshoots	United States of America	1990	12.0508	Western Offshoots
52	Latin America and Caribbean	Barbados	1990	8.947	#N/A
192	Latin America and Caribbean	Cuba	1990	7.08323	Latin America and Caribean
214	Latin America and Caribbean	Dominican Republic	1990	4.90796	Latin America and Caribean
332	Latin America and Caribbean	Haiti	1990	3.02295	Latin America and Caribbean
388	Latin America and Caribbean	Jamaica	1990	7.83035	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1990	10.2458	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1990	8.98892	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1990	5.82283	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1990	4.63079	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1990	3.84635	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1990	4.67724	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1990	6.95577	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1990	5.2112	Latin America and Caribean
591	Latin America and Caribbean	Panama	1990	7.71395	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1990	7.54864	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1990	7.03919	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1990	6.3459	Latin America and Caribean
152	Latin America and Caribbean	Chile	1990	8.63391	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1990	5.98417	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1990	7.14031	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1990	7.39994	#N/A
600	Latin America and Caribbean	Paraguay	1990	5.92495	Latin America and Caribean
604	Latin America and Caribbean	Peru	1990	7.30806	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1990	7.27457	Latin America and Caribean
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1990	5.29206	Latin America and Caribean
36	Western Offshoots	Australia	1990	12.2281	Western Offshoots
554	Western Offshoots	New Zealand	1990	10.6981	Western Offshoots
242	South and South-East Asia	Fiji	1990	7.18851	#N/A
4	South and South-East Asia	Afghanistan	1990	1.6035	South and South-East Asia
50	South and South-East Asia	Bangladesh	1990	3.11948	South and South-East Asia
356	South and South-East Asia	India	1990	3.22811	South and South-East Asia
364	MENA	Iran (Islamic Republic of)	1990	3.68245	MENA
524	South and South-East Asia	Nepal	1990	1.62305	South and South-East Asia
586	South and South-East Asia	Pakistan	1990	2.7785	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1990	6.30617	South and South-East Asia
9003	#N/A	Tibet	1990	1.08046	#N/A
156	East Asia	China	1990	5.89895	East Asia
392	East Asia	Japan	1990	11.3519	East Asia
410	East Asia	Korea	1990	9.57885	East Asia
9002	East Asia	Taiwan	1990	8.31221	East Asia
116	South and South-East Asia	Cambodia	1990	5.371	South and South-East Asia
418	South and South-East Asia	Lao People's Democratic Republic	1990	3.661	South and South-East Asia
458	South and South-East Asia	Malaysia	1990	7.654	South and South-East Asia
104	South and South-East Asia	Myanmar	1990	3.57776	South and South-East Asia
608	South and South-East Asia	Philippines	1990	7.0356	South and South-East Asia
702	South and South-East Asia	Singapore	1990	6.68219	South and South-East Asia
764	South and South-East Asia	Thailand	1990	6.29915	South and South-East Asia
704	South and South-East Asia	Viet Nam	1990	4.2465	South and South-East Asia
51	Eastern Europe	Armenia	1990	10.482	Eastern Europe
31	Eastern Europe	Azerbaijan	1990	10.5512	Eastern Europe
196	MENA	Cyprus	1990	7.52392	#N/A
268	Eastern Europe	Georgia	1990	10.5148	Eastern Europe
368	MENA	Iraq	1990	4.41407	MENA
376	MENA	Israel	1990	9.959	MENA
400	MENA	Jordan	1990	6.535	MENA
422	MENA	Lebanon	1990	7.22561	MENA
275	MENA	Palestinian Authority	1990	8.89009	MENA
682	MENA	Saudi Arabia	1990	5.911	MENA
760	MENA	Syrian Arab Republic	1990	5.1492	MENA
792	MENA	Turkey	1990	5.04437	MENA
398	Eastern Europe	Kazakhstan	1990	9.97355	Eastern Europe
417	Eastern Europe	Kyrgyzstan	1990	9.94118	Eastern Europe
762	Eastern Europe	Tajikistan	1990	9.6038	Eastern Europe
860	Eastern Europe	Uzbekistan	1990	10.0225	Eastern Europe
12	MENA	Algeria	1990	4.73427	MENA
818	MENA	Egypt	1990	4.95054	MENA
434	MENA	Libya	1990	5.093	MENA
504	MENA	Morocco	1990	2.41509	MENA
788	MENA	Tunisia	1990	3.24657	MENA
204	Sub-Saharan Africa	Benin	1990	1.70385	Sub-Saharan Africa
854	Sub-Saharan Africa	Burkina Faso	1990	0.426172	Sub-Saharan Africa
384	Sub-Saharan Africa	Cote d'Ivoire	1990	2.43085	Sub-Saharan Africa
270	Sub-Saharan Africa	Gambia	1990	1.91184	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1990	4.64532	Sub-Saharan Africa
324	Sub-Saharan Africa	Guinea	1990	1.8789	Sub-Saharan Africa
430	Sub-Saharan Africa	Liberia	1990	2.929	Sub-Saharan Africa
466	Sub-Saharan Africa	Mali	1990	0.907749	Sub-Saharan Africa
478	Sub-Saharan Africa	Mauritania	1990	2.5849	Sub-Saharan Africa
562	Sub-Saharan Africa	Niger	1990	0.723371	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1990	2.6293	Sub-Saharan Africa
686	Sub-Saharan Africa	Senegal	1990	2.11776	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1990	2.75526	Sub-Saharan Africa
768	Sub-Saharan Africa	Togo	1990	3.3663	Sub-Saharan Africa
24	Sub-Saharan Africa	Angola	1990	1.8422	Sub-Saharan Africa
120	Sub-Saharan Africa	Cameroon	1990	3.89376	Sub-Saharan Africa
140	Sub-Saharan Africa	Central African Republic	1990	2.0789	Sub-Saharan Africa
148	Sub-Saharan Africa	Chad	1990	2.98668	Sub-Saharan Africa
178	Sub-Saharan Africa	Congo	1990	5.2775	Sub-Saharan Africa
180	Sub-Saharan Africa	Democratic Republic of the Congo	1990	3.14173	Sub-Saharan Africa
266	Sub-Saharan Africa	Gabon	1990	4.45641	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1990	7.0835	Sub-Saharan Africa
426	Sub-Saharan Africa	Lesotho	1990	4.396	Sub-Saharan Africa
516	Sub-Saharan Africa	Namibia	1990	6.355	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1990	5.68113	Sub-Saharan Africa
748	Sub-Saharan Africa	Swaziland	1990	5.83	Sub-Saharan Africa
108	Sub-Saharan Africa	Burundi	1990	1.0535	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1990	4.98238	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1990	2.93726	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1990	3.266	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1990	6.55635	Sub-Saharan Africa
508	Sub-Saharan Africa	Mozambique	1990	1.95168	Sub-Saharan Africa
646	Sub-Saharan Africa	Rwanda	1990	2.024	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1990	9.02688	Sub-Saharan Africa
706	Sub-Saharan Africa	Somalia	1990	0.734235	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1990	2.5141	Sub-Saharan Africa
834	Sub-Saharan Africa	United Republic of Tanzania	1990	2.82424	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1990	5.16732	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1990	6.96678	Sub-Saharan Africa
40	Western Europe	Austria	1991	10.2532	Western Europe
56	Western Europe	Belgium	1991	9.4894	Western Europe
250	Western Europe	France	1991	9.56008	Western Europe
276	Western Europe	Germany	1991	12.3332	Western Europe
528	Western Europe	Netherlands	1991	10.2921	Western Europe
756	Western Europe	Switzerland	1991	12.3152	Western Europe
208	Western Europe	Denmark	1991	10.567	Western Europe
233	Eastern Europe	Estonia	1991	9.99691	Eastern Europe
246	Western Europe	Finland	1991	10.247	Western Europe
352	Western Europe	Iceland	1991	9.57031	#N/A
372	Western Europe	Ireland	1991	9.19194	Western Europe
428	Eastern Europe	Latvia	1991	10.0042	Eastern Europe
440	Eastern Europe	Lithuania	1991	9.58328	Eastern Europe
578	Western Europe	Norway	1991	11.4046	Western Europe
752	Western Europe	Sweden	1991	10.9188	Western Europe
826	Western Europe	United Kingdom	1991	11.5456	Western Europe
300	Western Europe	Greece	1991	8.38509	Western Europe
380	Western Europe	Italy	1991	8.45625	Western Europe
620	Western Europe	Portugal	1991	5.61754	Western Europe
724	Western Europe	Spain	1991	8.00898	Western Europe
112	Eastern Europe	Belarus	1991	9.57729	Eastern Europe
100	Eastern Europe	Bulgaria	1991	9.37693	Eastern Europe
203	Eastern Europe	Czech Republic	1991	10.368	Eastern Europe
348	Eastern Europe	Hungary	1991	9.55307	Eastern Europe
616	Eastern Europe	Poland	1991	7.65493	Eastern Europe
498	Eastern Europe	Republic of Moldova	1991	9.37316	Eastern Europe
642	Eastern Europe	Romania	1991	9.21905	Eastern Europe
643	Eastern Europe	Russian Federation	1991	10.2713	Eastern Europe
703	Eastern Europe	Slovakia	1991	10.1676	Eastern Europe
804	Eastern Europe	Ukraine	1991	9.8806	Eastern Europe
124	Western Offshoots	Canada	1991	11.7846	Western Offshoots
840	Western Offshoots	United States of America	1991	12.0442	Western Offshoots
52	Latin America and Caribbean	Barbados	1991	9.0091	#N/A
192	Latin America and Caribbean	Cuba	1991	7.26297	Latin America and Caribean
214	Latin America and Caribbean	Dominican Republic	1991	4.89255	Latin America and Caribean
332	Latin America and Caribbean	Haiti	1991	3.1125	Latin America and Caribbean
388	Latin America and Caribbean	Jamaica	1991	7.8901	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1991	10.3558	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1991	9.01385	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1991	5.90494	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1991	4.64959	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1991	3.95947	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1991	4.74413	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1991	7.05188	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1991	5.32833	Latin America and Caribean
591	Latin America and Caribbean	Panama	1991	7.79774	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1991	7.53942	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1991	7.10385	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1991	6.37331	Latin America and Caribean
152	Latin America and Caribbean	Chile	1991	8.6764	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1991	6.06589	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1991	7.2407	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1991	7.54004	#N/A
600	Latin America and Caribbean	Paraguay	1991	5.87454	Latin America and Caribean
604	Latin America and Caribbean	Peru	1991	7.336	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1991	7.29118	Latin America and Caribean
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1991	5.31435	Latin America and Caribean
36	Western Offshoots	Australia	1991	12.2293	Western Offshoots
554	Western Offshoots	New Zealand	1991	10.7445	Western Offshoots
242	South and South-East Asia	Fiji	1991	7.09702	#N/A
4	South and South-East Asia	Afghanistan	1991	1.74993	South and South-East Asia
50	South and South-East Asia	Bangladesh	1991	3.32898	South and South-East Asia
356	South and South-East Asia	India	1991	3.38276	South and South-East Asia
364	MENA	Iran (Islamic Republic of)	1991	3.80996	MENA
524	South and South-East Asia	Nepal	1991	1.80716	South and South-East Asia
586	South and South-East Asia	Pakistan	1991	2.88639	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1991	6.35322	South and South-East Asia
9003	#N/A	Tibet	1991	0.976154	#N/A
156	East Asia	China	1991	5.91994	East Asia
392	East Asia	Japan	1991	11.3865	East Asia
410	East Asia	Korea	1991	9.69427	East Asia
9002	East Asia	Taiwan	1991	8.45081	East Asia
116	South and South-East Asia	Cambodia	1991	5.41126	South and South-East Asia
418	South and South-East Asia	Lao People's Democratic Republic	1991	3.7681	South and South-East Asia
458	South and South-East Asia	Malaysia	1991	7.79658	South and South-East Asia
104	South and South-East Asia	Myanmar	1991	3.64921	South and South-East Asia
608	South and South-East Asia	Philippines	1991	7.15232	South and South-East Asia
702	South and South-East Asia	Singapore	1991	7.03281	South and South-East Asia
764	South and South-East Asia	Thailand	1991	6.3517	South and South-East Asia
704	South and South-East Asia	Viet Nam	1991	4.31017	South and South-East Asia
51	Eastern Europe	Armenia	1991	10.537	Eastern Europe
31	Eastern Europe	Azerbaijan	1991	10.6253	Eastern Europe
196	MENA	Cyprus	1991	7.66037	#N/A
268	Eastern Europe	Georgia	1991	10.5641	Eastern Europe
368	MENA	Iraq	1991	4.63942	MENA
376	MENA	Israel	1991	9.9867	MENA
400	MENA	Jordan	1991	6.60628	MENA
422	MENA	Lebanon	1991	7.18284	MENA
275	MENA	Palestinian Authority	1991	8.84989	MENA
682	MENA	Saudi Arabia	1991	6.06165	MENA
760	MENA	Syrian Arab Republic	1991	5.35928	MENA
792	MENA	Turkey	1991	5.16401	MENA
398	Eastern Europe	Kazakhstan	1991	10.134	Eastern Europe
417	Eastern Europe	Kyrgyzstan	1991	10.0175	Eastern Europe
762	Eastern Europe	Tajikistan	1991	9.6912	Eastern Europe
860	Eastern Europe	Uzbekistan	1991	10.1188	Eastern Europe
12	MENA	Algeria	1991	4.85611	MENA
818	MENA	Egypt	1991	5.143	MENA
434	MENA	Libya	1991	5.14756	MENA
504	MENA	Morocco	1991	2.52366	MENA
788	MENA	Tunisia	1991	3.26007	MENA
204	Sub-Saharan Africa	Benin	1991	1.70613	Sub-Saharan Africa
854	Sub-Saharan Africa	Burkina Faso	1991	0.459184	Sub-Saharan Africa
384	Sub-Saharan Africa	Cote d'Ivoire	1991	2.52851	Sub-Saharan Africa
270	Sub-Saharan Africa	Gambia	1991	2.07027	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1991	4.72159	Sub-Saharan Africa
324	Sub-Saharan Africa	Guinea	1991	1.82564	Sub-Saharan Africa
430	Sub-Saharan Africa	Liberia	1991	2.91409	Sub-Saharan Africa
466	Sub-Saharan Africa	Mali	1991	0.890788	Sub-Saharan Africa
478	Sub-Saharan Africa	Mauritania	1991	2.67018	Sub-Saharan Africa
562	Sub-Saharan Africa	Niger	1991	0.775121	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1991	2.77312	Sub-Saharan Africa
686	Sub-Saharan Africa	Senegal	1991	2.18847	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1991	2.84273	Sub-Saharan Africa
768	Sub-Saharan Africa	Togo	1991	3.43717	Sub-Saharan Africa
24	Sub-Saharan Africa	Angola	1991	1.90858	Sub-Saharan Africa
120	Sub-Saharan Africa	Cameroon	1991	4.00172	Sub-Saharan Africa
140	Sub-Saharan Africa	Central African Republic	1991	2.18511	Sub-Saharan Africa
148	Sub-Saharan Africa	Chad	1991	3.05645	Sub-Saharan Africa
178	Sub-Saharan Africa	Congo	1991	5.341	Sub-Saharan Africa
180	Sub-Saharan Africa	Democratic Republic of the Congo	1991	3.17575	Sub-Saharan Africa
